Theme,Word,TFIDF Weight
morning,(gratitude),0.32299591274719214
morning,(living in the moment),0.15683900094947467
(living in the moment),complexity,0.15683900094947467
(living in the moment),dalai_lama,0.15683900094947467
(living in the moment),mindfulness,0.14430295977465396
government_leader,(patience),0.1455983079300986
(self-reflection on what's important),contact,0.23260342923064858
(self-reflection on what's important),people,0.2897100738016547
care,(social awareness),0.15359162778944488
care,(solidarity),0.16709076234403494
care,(bipartisanship and international cooperation),0.12783171951816788
(balance of personal & others interest),experiment,0.20018405000505263
(balance of personal & others interest),line,0.20018405000505263
(balance of personal & others interest),mask,0.40036810001010525
(balance of personal & others interest),people,0.3737854358272652
(balance of personal & others interest),value,0.20018405000505263
compassion,(social awareness),0.13028488018188178
listen_right,(patience),0.1455983079300986
solidarity,(solidarity),0.14818592918546986
neighbor,(solidarity),0.14818592918546986
complexity,(gratitude),0.32299591274719214
(social awareness),empathy,0.1633644210132986
(social awareness),people,0.38151027016940037
base,(patience),0.1455983079300986
year,(bipartisanship and international cooperation),0.17005304665353022
(social support),people,0.22199239882215482
rather_than,(bipartisanship and international cooperation),0.17135923216479682
mindfulness,(gratitude),0.29717905573468156
long_term,(bipartisanship and international cooperation),0.1965164500798636
(gratitude),dalai_lama,0.32299591274719214
(gratitude),people,0.12062016730462521
government,(bipartisanship and international cooperation),0.21803273032299397
patience,(patience),0.2911966158601972
contact,(social connectedness),0.1522721759063628
(social connectedness),people,0.3556061877426166
(social connectedness),trust,0.12794055681749708
(social connectedness),way,0.1235894064499536
way,(optimism / positivity),0.1500340065722965
(patience),different_skill,0.1455983079300986
(patience),law,0.1455983079300986
(patience),people,0.20401229147721586
(patience),trust,0.12233310831334773
(solidarity),people,0.470379940902004
(solidarity),trust,0.1493241523310392
people,(bipartisanship and international cooperation),0.1905147352814764
