"","shared.humanity_q1","critical.thinking_q1","personal.resilience_q1","gratitude_q1","nature_q1","improved.care.for.elders_q1","embrace.new.tech_q1","prosocial.behavior_q1","social.connectedness_q1","improved.work.life.balance_q1","increased.interest.in.science_q1","learning.from.pandemics_q1","political.engagement...structural.change_q1","optimism...positivity_q1","reconsidering.habits_q1","living.in.the.moment_q1","health...well.being_q1","solidarity_q1","bipartisanship.and.international.cooperation_q1","sympathy...compassion_q1","social.connectedness_q2","social.support_q2","evidence.based.decision.making_q2","improved.work.life.balance_q2","acknowledge.of.uncertainty.flexibility_q2","balance.of.personal...others.interest_q2","perspective.taking_q2","critical.thinking_q2","bipartisanship.and.international.cooperation_q2","solidarity_q2","improve.communication_q2","intellectual.humility_q2","living.in.the.moment_q2","learning.from.pandemics_q2","political.engagement...structural.change_q2","self.reflection.on.what.s.important_q2","shared.humanity_q2","sympathy...compassion_q2","self.distancing_q2","embrace.new.tech_q2","personal.resilience_q2"
"increased.interest.in.science_q1",-0.0151035665792093,0.58061740064259,-0.0232857109682102,-0.072502123371059,-0.0277349215707297,0.00455681887010023,-0.0389748254462083,-0.0450222815098628,-0.0957063140231022,-0.0320671050823398,1,-0.0454458091578939,-0.0740419705481606,-0.0124962785062837,-0.049049957833531,-0.026049044792152,-0.0345743450484508,-0.0706011800025897,-0.0390895373972268,-0.00331679890584223,-0.0495937760428246,-0.044411111487805,0.00900996569692939,-0.0295693065371083,-0.0390790093048205,-0.0461826046630172,-0.0761378618985618,0.369644312844499,-0.0637123861200441,-0.0854327048555765,-0.0353806995659596,-0.0433481445553037,-0.0298099685585923,-0.0503691186115407,-0.049956097095637,-0.057685378463871,-0.0281621630488038,-0.0328822885869013,-0.0555552484560998,-0.0195015999894164,-0.0316756323078174
"learning.from.pandemics_q1",-0.0629436302942525,-0.0662601454857174,-0.0815790059835105,-0.1214674358372,0.147533207186058,-0.0265637742515286,-0.111999729754212,-0.0936813349748205,-0.181892595571633,-0.0728412324471143,-0.0454458091578939,1,0.00735778913911623,-0.0375447799993499,-0.117981525555368,-0.0577953504116152,-0.0763181893806149,0.0308754569176005,0.136064034477176,-0.0358691304574293,-0.0896531306082651,-0.08641786177909,-0.0175147659676011,-0.0510765023314439,-0.0851324687157934,-0.0746846030769652,-0.137120511185655,0.114205939389573,0.34570026283465,0.0379808338380535,-0.0800908878401169,0.15223948460257,-0.0567600079360053,0.128242887717742,0.0854917953949886,-0.0984213228521201,-0.0614079971801676,0.143637359609892,0.122909994748843,-0.0429851836608613,-0.0527156531668988
"political.engagement...structural.change_q1",0.160058394728263,-0.153775609417034,-0.20466265239649,-0.0774657432460016,0.0948929266511175,0.232478912586472,-0.148029142655095,-0.0504863113444406,-0.354802090964067,-0.154806257256578,-0.0740419705481607,0.00735778913911623,1,-0.0795179279503359,-0.142701824223563,-0.127747965346226,-0.162320748176672,-0.19562832892512,-0.0489893770578058,0.133659031162981,-0.171207683384308,0.0147714162256018,-0.0744032229468459,-0.0837585854297319,-0.0261655022279778,-0.135625475296086,0.00473080497102554,-0.204371433596024,0.0462900007695299,-0.148940063088952,-0.175568595922181,-0.206788099816137,-0.109679096065278,0.0933093225542346,0.61545691022445,-0.174552914762453,0.258318581611293,-0.0425254784662016,0.0852480370647877,-0.0803234964859867,0.230280234987831
"optimism...positivity_q1",0.240954013302537,-0.0347494037422156,0.235803152472958,-0.0190742117185553,0.226237449576668,-0.0338435294420413,-0.0931653066055314,-0.0684504159287406,-0.0847035473089768,-0.0571418352083819,-0.0124962785062837,-0.0375447799993499,-0.079517927950336,1,-0.107916270303937,-0.0194054015627737,-0.0481197395619178,-0.0666245617481167,-0.0771930681715725,-0.0696725840520423,-0.0288985272595089,0.0018993578331161,-0.0639093897032635,-0.054492694629431,-0.0640203104442467,0.00527162079262058,-0.0132358163187351,-0.0921042054213675,-0.0185612217460968,-0.0697878925177675,0.341342589488917,-0.0377287005000248,-0.031717272966912,-0.07117627400344,-0.069747470509264,-0.0459725721369915,-0.0589417222636118,0.224047072821246,0.259704921648718,-0.0702014298868048,0.00767952384377164
"reconsidering.habits_q1",-0.185148335620332,0.304100807473503,0.119692141925877,0.0221583666222,-0.0308323199853091,-0.0897039128886525,0.293439731557409,-0.00926804151260494,0.164331725518235,0.230966768607226,-0.049049957833531,-0.117981525555368,-0.142701824223563,-0.107916270303937,1,-0.0877412928073263,-0.130190567926081,-0.104749833422045,-0.016446625843116,-0.117808101343699,-0.117056035314755,-0.100194428350844,-0.0983919911027561,-0.0888935657135555,0.508447296080814,-0.068588131068964,-0.00873485208060637,0.238604470733316,-0.148299816924259,-0.0737781092996186,0.0506664138299057,0.186804419445533,-0.0860580224121043,0.296870848008102,-0.19911336030848,0.201431631718617,-0.117384401061839,-0.182577152698612,-0.00103741272405226,0.155305942051438,0.312553908519301
"living.in.the.moment_q1",-0.0454376934183418,-0.0593525429750858,-0.0729690337146357,0.239406563633242,0.255350476175375,-0.0415338504516718,0.171563947425094,-0.065452542484709,0.0920178478193547,-0.0543274652036153,-0.026049044792152,-0.0577953504116152,-0.127747965346226,-0.0194054015627737,-0.0877412928073263,1,0.317338175731519,-0.114485122942219,-0.0643777455092143,-0.033476173440328,-0.0637858312644905,-0.0762628897829579,-0.0237836700671036,-0.0222511887682259,-0.061759601732677,-0.0546600117561536,-0.106872377803711,0.226019407057876,-0.0955161254329294,-0.0913612798528066,-0.0661374335508564,-0.079797437697696,0.483669003285393,-0.0619038591504516,-0.0933995621653453,-0.0603793157403892,-0.0405637117689088,-0.059422859725789,-0.0672944823956958,-0.019598527315427,-0.0412953227872069
"health...well.being_q1",-0.0875119516656824,-0.0730646724510742,0.125358072539755,-0.0998523154871116,0.129754808022548,-0.0500704384461096,-0.132816774445309,-0.094447798785706,-0.169655196326605,0.461797590730024,-0.0345743450484508,-0.0763181893806149,-0.162320748176672,-0.0481197395619178,-0.130190567926081,0.317338175731519,1,-0.144635309550044,-0.0954153856975859,-0.0568694355798821,0.192478507434402,0.239797880342064,-0.0433614955591147,0.331689085500017,-0.0882867078365274,0.325616641991935,0.101420878660839,-0.105031313186413,-0.108405573884077,0.0577512075367115,-0.0836927845540084,-0.0965927691133338,0.32119529924245,-0.093175890942589,-0.122057301139004,-0.0841575476724844,-0.0645135865655497,0.130572759854949,-0.0946710285447532,-0.0472383484603454,-0.0420542924004695
"solidarity_q1",0.0385119623637383,0.0679368564135271,-0.0239963300052326,-0.0548870208895054,-0.160675216889393,-0.0826322516636188,-0.232304227875991,0.56541898962165,-0.115526045624124,-0.137057842649279,-0.0706011800025897,0.0308754569176005,-0.19562832892512,-0.0666245617481167,-0.104749833422045,-0.114485122942219,-0.144635309550044,1,0.128535871408926,-0.0839304891526748,-0.149618713525463,0.0566979055258918,-0.0525928832630387,-0.0709435439723212,0.0173282304024528,0.138536628787706,0.0633757084913969,-0.169114821381614,0.104864292300165,0.398872097787121,-0.148381310761562,-0.00831423923642774,-0.094164175566629,-0.15753442353596,-0.212289992034282,-0.152888990829038,0.317413117660029,-0.14907483053092,0.139814623159916,-0.0641586671649408,-0.0898899349320164
"bipartisanship.and.international.cooperation_q1",0.503611038741962,-0.0836838206392391,-0.135228834625699,-0.105011456334877,-0.132125089457123,-0.0600100568879009,-0.163943620193323,-0.118630384085187,-0.198245997124335,-0.0974080402941765,-0.0390895373972268,0.136064034477176,-0.0489893770578058,-0.0771930681715725,-0.016446625843116,-0.0643777455092143,-0.0954153856975859,0.128535871408926,1,-0.0816370740096232,-0.0889440982389275,-0.0755374126232391,-0.0659718196883957,-0.0671181084854464,-0.110759966837312,-0.0547568240665151,0.0629788615369005,-0.138087350676784,0.274750573844137,0.15586221227593,-0.0970423026975368,-0.107847969992081,-0.0644336510454606,-0.118990039747631,0.0216788071768683,0.1041730834991,0.171535176639425,-0.131651903226993,0.0722285547774669,-0.0740443515056877,-0.0378248516825075
"sympathy...compassion_q1",-0.123953208828646,-0.0539826676622654,-0.115044617763764,-0.01577685379591,-0.107180351842653,-0.0689385538166309,-0.12436864510335,-0.0691637764720293,-0.0866676674460669,-0.0630028002206907,-0.00331679890584223,-0.0358691304574293,0.133659031162981,-0.0696725840520423,-0.117808101343699,-0.033476173440328,-0.0568694355798821,-0.0839304891526748,-0.0816370740096232,1,-0.0294690353461483,-0.0191230090485111,-0.0838075956080682,-0.0357908468417877,-0.0681831605387482,0.0040152702586192,-0.0263937574292406,-0.0944110743556123,-0.0336681517862464,0.209986945319513,-0.0566611696218308,-0.0569553498506273,-0.0302121796615846,-0.0630778246982252,0.194477564948776,-0.0329766410976458,-0.0566642505451125,0.22167846587079,-0.05164132892438,-0.0569913543366189,0.00295711200159896
"social.connectedness_q2",-0.0515463238674819,-0.0710357316063284,0.152893946011028,-0.136348842043954,-0.0764019368119193,-0.0262882065805649,0.276663531296849,-0.086283951629415,0.28608656884809,-0.0738750676356367,-0.0495937760428246,-0.0896531306082651,-0.171207683384308,-0.0288985272595089,-0.117056035314755,-0.0637858312644905,0.192478507434402,-0.149618713525463,-0.0889440982389275,-0.0294690353461483,1,0.221787001963045,-0.00889188536916939,0.333574412953622,-0.0850107902381266,0.300681162604305,0.0684705823932281,-0.093414627328578,-0.133437756131266,-0.153478856267914,0.189244015679748,-0.101790991050419,-0.0585292046661041,-0.0967405187484155,-0.118783154004718,-0.102676771350858,-0.0586660454534744,0.151285244447474,-0.105656415933648,-0.035064181123458,-0.0616308537845841
"social.support_q2",-0.0192963743484979,-0.0828032190674713,0.195303220962259,-0.1451082515624,-0.0599230730149638,-0.0448184651975094,-0.118971958059148,0.212483025158831,-0.190842618166228,-0.0670764353209172,-0.044411111487805,-0.08641786177909,0.0147714162256018,0.00189935783311611,-0.100194428350844,-0.0762628897829579,0.239797880342064,0.0566979055258918,-0.0755374126232391,-0.0191230090485111,0.221787001963045,1,-0.00197288760086175,0.427813898540165,-0.0762285008629115,0.352497610814541,-0.181001644996175,-0.0738552853789419,-0.156995246689072,0.0835906889475077,-0.0918759939399112,-0.117040755294326,-0.0536476407304076,-0.0772464880955228,-0.124651078202629,-0.0895523387434376,-0.043032738636806,0.213374622348786,0.172891595420668,-0.00331932761638092,-0.0767985156074457
"evidence.based.decision.making_q2",-0.117721625376223,-0.0443876894797426,-0.106786411654556,0.0133202092264728,-0.09633048795519,-0.0725064372073659,0.278825993486715,-0.0463349123018765,-0.0485046633971475,-0.0502890468775588,0.0090099656969294,-0.0175147659676011,-0.0744032229468459,-0.0639093897032635,-0.0983919911027561,-0.0237836700671036,-0.0433614955591147,-0.0525928832630387,-0.0659718196883957,-0.0838075956080682,-0.0088918853691694,-0.00197288760086176,1,-0.0222194335293165,-0.0517260189143081,0.0228124846652143,0.00428401286619449,-0.0762541337764555,-0.00811842112103105,-0.0153847814395358,-0.0424675716582475,-0.0397478966568358,-0.0176073112905278,-0.0413309220750002,-0.0690048197754372,-0.00825484382476409,-0.0444180494686613,-0.0860509762955025,-0.0279643555586613,-0.0476475326390352,0.0156213349159726
"improved.work.life.balance_q2",-0.0739465639425634,-0.0291370446500191,0.266704593607676,-0.0586257621551957,-0.0675662261717807,-0.00266069945349232,-0.0658045135026337,-0.060946680250486,0.11353965654552,-0.0506795278533015,-0.0295693065371083,-0.0510765023314439,-0.0837585854297319,-0.054492694629431,-0.0888935657135555,-0.0222511887682259,0.331689085500017,-0.0709435439723212,-0.0671181084854464,-0.0357908468417877,0.333574412953622,0.427813898540165,-0.0222194335293165,1,-0.0585880235225908,0.511288843715543,-0.0498076339238278,-0.0770454081770191,-0.0442424225010033,-0.0995162824466009,-0.0395488633775111,-0.0405922030650842,-0.036973771630421,-0.0745055820073121,-0.0625249903495441,-0.0669283639012156,-0.0514712273127594,0.244364037757435,-0.0701067400494867,-0.056679787026915,-0.013646363118872
"acknowledge.of.uncertainty.flexibility_q2",-0.109455411194552,0.202618786080664,0.504611639155871,-0.10632369518271,0.0902572162449348,-0.051749043571836,0.376844490104377,0.121354471032234,-0.0455242626032447,0.15498916534872,-0.0390790093048205,-0.0851324687157934,-0.0261655022279778,-0.0640203104442467,0.508447296080814,-0.061759601732677,-0.0882867078365273,0.0173282304024528,-0.110759966837312,-0.0681831605387482,-0.0850107902381266,-0.0762285008629115,-0.0517260189143081,-0.0585880235225908,1,-0.0574246177193651,0.0788618564828604,-0.121253609588265,-0.109911746225589,0.0241911691098492,-0.089139363942482,-0.100761490365668,-0.0593431647016313,0.29853716260119,-0.13189195418657,-0.0945348969867846,-0.075444712443959,0.0915031368013758,-0.106340814224597,-0.0616854194201511,0.440088041185598
"balance.of.personal...others.interest_q2",0.00263823779152287,-0.0543219599991759,0.290823423471987,0.19898356551116,-0.0324341974435515,-0.00690571356216455,-0.0696122994583061,0.286568168126615,-0.159939067401673,-0.0484646661547999,-0.0461826046630172,-0.0746846030769652,-0.135625475296086,0.00527162079262058,-0.068588131068964,-0.0546600117561536,0.325616641991935,0.138536628787706,-0.0547568240665151,0.0040152702586192,0.300681162604305,0.352497610814541,0.0228124846652142,0.511288843715543,-0.0574246177193651,1,0.163020513394582,-0.0533251052354934,-0.126949904864743,-0.127937417895466,-0.0653548398118314,-0.085008105784179,-0.0457826862059018,-0.0676925305745662,-0.0876732687895953,-0.0860498690979378,-0.0334369729010273,0.288126767156215,-0.0826005095795152,-0.00527206542281143,-0.0664206001659206
"perspective.taking_q2",0.167978538196668,-0.114736683510267,-0.107796871513063,-0.0346083771627522,-0.094360202745753,-0.0445840022862467,0.149306136245629,0.0776118788738836,0.0917964774493942,0.116329860566439,-0.0761378618985618,-0.137120511185655,0.00473080497102555,-0.0132358163187351,-0.00873485208060637,-0.106872377803711,0.101420878660839,0.0633757084913969,0.0629788615369005,-0.0263937574292406,0.0684705823932281,-0.181001644996175,0.00428401286619448,-0.0498076339238278,0.0788618564828604,0.163020513394582,1,-0.1220656724959,-0.227947584506922,0.0752423862618346,-0.132672119633345,0.0349003968703136,-0.0865229629775008,-0.132648727503233,-0.182347080785942,0.049333944461564,-0.0746844386765954,-0.0932366084138745,0.0302003114899138,-0.0247565101130448,0.324079710507047
"critical.thinking_q2",-0.152937383892674,0.395561024997368,-0.15193495161526,0.252757369946109,-0.150501291157781,-0.0653816645170716,0.272474638020438,-0.119905256900013,0.280168531044466,0.102137929625764,0.369644312844499,0.114205939389573,-0.204371433596024,-0.0921042054213675,0.238604470733316,0.226019407057876,-0.105031313186413,-0.169114821381614,-0.138087350676784,-0.0944110743556123,-0.093414627328578,-0.0738552853789419,-0.0762541337764555,-0.0770454081770191,-0.121253609588265,-0.0533251052354934,-0.1220656724959,1,-0.114105741354893,-0.164053536353016,0.108579038780092,0.27209824075283,-0.0696806074065071,-0.131134840150805,-0.155808880238235,0.0834271831190209,-0.0959444933245108,0.0295352973767951,-0.12527614315277,-0.0865524242166072,-0.0359740622317961
"bipartisanship.and.international.cooperation_q2",0.169702979579441,-0.105068618098146,-0.107015213713903,-0.191186030169373,0.102880895452218,-0.0492125926626445,-0.159302120833242,-0.110032644843572,-0.125584222608512,-0.0961405362592136,-0.0637123861200441,0.34570026283465,0.0462900007695299,-0.0185612217460968,-0.148299816924259,-0.0955161254329294,-0.108405573884077,0.104864292300165,0.274750573844137,-0.0336681517862464,-0.133437756131266,-0.156995246689072,-0.00811842112103105,-0.0442424225010033,-0.109911746225589,-0.126949904864743,-0.227947584506922,-0.114105741354893,1,0.280887482641396,-0.119964786513541,-0.149219739020981,-0.0763103175070659,-0.118342438088855,0.178041905427859,-0.130503354369498,-0.0693111237837885,-0.0906021101490997,0.05843638365359,-0.0261309389595719,-0.0940799167827199
"solidarity_q2",0.0692080104904563,-0.102559454081901,-0.124450414947921,-0.214392972634951,-0.132655510361183,-0.0225369808897629,-0.0415314210146969,0.186429249964951,-0.0988307619034677,0.0618701112472963,-0.0854327048555765,0.0379808338380535,-0.148940063088953,-0.0697878925177675,-0.0737781092996186,-0.0913612798528066,0.0577512075367115,0.398872097787121,0.15586221227593,0.209986945319513,-0.153478856267914,0.0835906889475077,-0.0153847814395358,-0.0995162824466009,0.0241911691098492,-0.127937417895466,0.0752423862618347,-0.164053536353016,0.280887482641396,1,-0.127023073875425,0.0189903167223631,-0.0981510978116247,-0.171383003250872,-0.183698417503279,-0.177406714468573,-0.106114178876353,0.0149970410537147,-0.0264520641909535,-0.0815330934335437,0.27643659326331
"improve.communication_q2",-0.0827033520593319,-0.0806123272089952,0.12173019383893,0.124505876173409,-0.098700656504105,-0.0577741411331367,0.247551884243792,-0.0872362228687956,0.299906242265062,0.19111117523366,-0.0353806995659596,-0.0800908878401169,-0.175568595922181,0.341342589488917,0.0506664138299057,-0.0661374335508564,-0.0836927845540084,-0.148381310761562,-0.0970423026975368,-0.0566611696218308,0.189244015679748,-0.0918759939399112,-0.0424675716582475,-0.0395488633775111,-0.089139363942482,-0.0653548398118314,-0.132672119633345,0.108579038780092,-0.119964786513541,-0.127023073875425,1,0.142667398762692,-0.054085707363513,-0.0912089837214447,-0.128514126314319,-0.0839465966050341,-0.0623885369926591,-0.0935188988951735,-0.0949388896432714,0.341457212617112,-0.0484640944397866
"intellectual.humility_q2",-0.0807782865970259,0.189181161662663,-0.120020869233565,0.0763537358222025,0.102746868694651,-0.064626707029029,0.0169664470071821,-0.0987230194250638,0.223814153675083,0.156365963529952,-0.0433481445553038,0.15223948460257,-0.206788099816137,-0.0377287005000248,0.186804419445533,-0.079797437697696,-0.0965927691133338,-0.00831423923642774,-0.107847969992081,-0.0569553498506273,-0.101790991050419,-0.117040755294326,-0.0397478966568358,-0.0405922030650842,-0.100761490365668,-0.0850081057841791,0.0349003968703136,0.27209824075283,-0.149219739020981,0.0189903167223631,0.142667398762692,1,-0.0629130545065023,0.102570185276694,-0.149114725895295,0.125418058392413,-0.0678929047613434,-0.0995130354005202,-0.110132588352961,-0.0370057685918263,-0.0635769749993194
"living.in.the.moment_q2",-0.052266755012052,-0.0457168535131076,-0.0612849166914622,0.243761663017665,0.255140846669976,-0.0208413699503097,-0.0810147610737428,-0.0599189111516335,-0.123926076327699,-0.0520516087654276,-0.0298099685585923,-0.0567600079360053,-0.109679096065278,-0.031717272966912,-0.0860580224121043,0.483669003285393,0.32119529924245,-0.094164175566629,-0.0644336510454606,-0.0302121796615846,-0.0585292046661041,-0.0536476407304076,-0.0176073112905278,-0.036973771630421,-0.0593431647016313,-0.0457826862059018,-0.0865229629775008,-0.0696806074065071,-0.0763103175070659,-0.0981510978116247,-0.054085707363513,-0.0629130545065023,1,-0.067369715199121,-0.0787050306502524,0.275368648351651,-0.0440372978141166,-0.0620027286490863,-0.0696111353496894,-0.0336235922231036,-0.0319609038179465
